date,metric,value
1984-12-01,Household debt to income, 65.42 
1985-03-01,Household debt to income, 66.23 
1985-06-01,Household debt to income, 67.12 
1985-09-01,Household debt to income, 68.46 
1985-12-01,Household debt to income, 69.93 
1986-03-01,Household debt to income, 70.66 
1986-06-01,Household debt to income, 72.16 
1986-09-01,Household debt to income, 73.38 
1986-12-01,Household debt to income, 75.54 
1987-03-01,Household debt to income, 77.85 
1987-06-01,Household debt to income, 79.81 
1987-09-01,Household debt to income, 81.65 
1987-12-01,Household debt to income, 83.29 
1988-03-01,Household debt to income, 84.18 
1988-06-01,Household debt to income, 86.38 
1988-09-01,Household debt to income, 88.80 
1988-12-01,Household debt to income, 89.79 
1989-03-01,Household debt to income, 90.47 
1989-06-01,Household debt to income, 91.44 
1989-09-01,Household debt to income, 92.00 
1989-12-01,Household debt to income, 92.46 
1990-03-01,Household debt to income, 92.17 
1990-06-01,Household debt to income, 93.60 
1990-09-01,Household debt to income, 94.11 
1990-12-01,Household debt to income, 93.74 
1991-03-01,Household debt to income, 93.21 
1991-06-01,Household debt to income, 93.66 
1991-09-01,Household debt to income, 92.91 
1991-12-01,Household debt to income, 91.99 
1992-03-01,Household debt to income, 90.79 
1992-06-01,Household debt to income, 89.94 
1992-09-01,Household debt to income, 90.27 
1992-12-01,Household debt to income, 89.60 
1993-03-01,Household debt to income, 89.32 
1993-06-01,Household debt to income, 88.27 
1993-09-01,Household debt to income, 87.95 
1993-12-01,Household debt to income, 87.63 
1994-03-01,Household debt to income, 87.66 
1994-06-01,Household debt to income, 88.10 
1994-09-01,Household debt to income, 88.50 
1994-12-01,Household debt to income, 89.31 
1995-03-01,Household debt to income, 89.01 
1995-06-01,Household debt to income, 88.62 
1995-09-01,Household debt to income, 88.51 
1995-12-01,Household debt to income, 87.99 
1996-03-01,Household debt to income, 87.19 
1996-06-01,Household debt to income, 87.11 
1996-09-01,Household debt to income, 86.79 
1996-12-01,Household debt to income, 86.56 
1997-03-01,Household debt to income, 86.45 
1997-06-01,Household debt to income, 87.10 
1997-09-01,Household debt to income, 87.88 
1997-12-01,Household debt to income, 88.39 
1998-03-01,Household debt to income, 89.87 
1998-06-01,Household debt to income, 91.00 
1998-09-01,Household debt to income, 92.52 
1998-12-01,Household debt to income, 93.51 
1999-03-01,Household debt to income, 95.27 
1999-06-01,Household debt to income, 96.01 
1999-09-01,Household debt to income, 97.24 
1999-12-01,Household debt to income, 97.74 
2000-03-01,Household debt to income, 97.38 
2000-06-01,Household debt to income, 98.93 
2000-09-01,Household debt to income, 99.30 
2000-12-01,Household debt to income, 99.41 
2001-03-01,Household debt to income, 100.14 
2001-06-01,Household debt to income, 101.30 
2001-09-01,Household debt to income, 103.06 
2001-12-01,Household debt to income, 105.32 
2002-03-01,Household debt to income, 107.52 
2002-06-01,Household debt to income, 109.38 
2002-09-01,Household debt to income, 112.33 
2002-12-01,Household debt to income, 114.53 
2003-03-01,Household debt to income, 116.27 
2003-06-01,Household debt to income, 119.42 
2003-09-01,Household debt to income, 122.59 
2003-12-01,Household debt to income, 125.28 
2004-03-01,Household debt to income, 127.52 
2004-06-01,Household debt to income, 129.63 
2004-09-01,Household debt to income, 131.65 
2004-12-01,Household debt to income, 133.39 
2005-03-01,Household debt to income, 133.87 
2005-06-01,Household debt to income, 135.21 
2005-09-01,Household debt to income, 136.36 
2005-12-01,Household debt to income, 137.16 
2006-03-01,Household debt to income, 138.55 
2006-06-01,Household debt to income, 141.50 
2006-09-01,Household debt to income, 144.88 
2006-12-01,Household debt to income, 147.07 
2007-03-01,Household debt to income, 147.73 
2007-06-01,Household debt to income, 148.39 
2007-09-01,Household debt to income, 148.79 
2007-12-01,Household debt to income, 148.46 
2008-03-01,Household debt to income, 149.30 
2008-06-01,Household debt to income, 149.38 
2008-09-01,Household debt to income, 149.85 
2008-12-01,Household debt to income, 148.90 
2009-03-01,Household debt to income, 148.05 
2009-06-01,Household debt to income, 147.01 
2009-09-01,Household debt to income, 145.55 
2009-12-01,Household debt to income, 144.50 
2010-03-01,Household debt to income, 144.07 
2010-06-01,Household debt to income, 141.68 
2010-09-01,Household debt to income, 140.73 
2010-12-01,Household debt to income, 139.38 
2011-03-01,Household debt to income, 139.15 
2011-06-01,Household debt to income, 139.04 
2011-09-01,Household debt to income, 138.53 
2011-12-01,Household debt to income, 137.95 
2012-03-01,Household debt to income, 136.38 
2012-06-01,Household debt to income, 136.17 
2012-09-01,Household debt to income, 135.89 
2012-12-01,Household debt to income, 135.65 
2013-03-01,Household debt to income, 136.09 
2013-06-01,Household debt to income, 135.20 
2013-09-01,Household debt to income, 134.34 
2013-12-01,Household debt to income, 132.25 
2014-03-01,Household debt to income, 130.41 
2014-06-01,Household debt to income, 129.52 
2014-09-01,Household debt to income, 129.54 
2014-12-01,Household debt to income, 129.97 
2015-03-01,Household debt to income, 131.16 
2015-06-01,Household debt to income, 130.56 
2015-09-01,Household debt to income, 129.78 
2015-12-01,Household debt to income, 128.97 
2016-03-01,Household debt to income, 128.79 
2016-06-01,Household debt to income, 129.30 
2016-09-01,Household debt to income, 130.56 
2016-12-01,Household debt to income, 131.54 
2017-03-01,Household debt to income, 133.65 
2017-06-01,Household debt to income, 133.60 
2017-09-01,Household debt to income, 134.24 
2017-12-01,Household debt to income, 133.67 
2018-03-31,Household debt to income, 132.72 
2018-06-30,Household debt to income, 133.23 
2018-09-30,Household debt to income, 133.63 
2018-12-31,Household debt to income, 132.90 
2019-03-01,Household debt to income, 131.30 
2019-06-01,Household debt to income, 131.34 
2019-09-01,Household debt to income, 131.95 
2019-12-01,Household debt to income, 131.95 
2020-03-01,Household debt to income, 132.84 
2020-06-01,Household debt to income, 134.39 
2020-09-01,Household debt to income, 132.82 
2020-12-01,Household debt to income, 134.08 
2021-03-01,Household debt to income, 133.40 
2021-06-01,Household debt to income, 133.01 
1967-03-01,Total mortgage debt to income, null 
1967-06-01,Total mortgage debt to income, null 
1967-09-01,Total mortgage debt to income, null 
1967-12-01,Total mortgage debt to income, null 
1968-03-01,Total mortgage debt to income, null 
1968-06-01,Total mortgage debt to income, null 
1968-09-01,Total mortgage debt to income, null 
1968-12-01,Total mortgage debt to income, null 
1969-03-01,Total mortgage debt to income, null 
1969-06-01,Total mortgage debt to income, null 
1969-09-01,Total mortgage debt to income, null 
1969-12-01,Total mortgage debt to income, null 
1970-03-01,Total mortgage debt to income, null 
1970-06-01,Total mortgage debt to income, null 
1970-09-01,Total mortgage debt to income, null 
1970-12-01,Total mortgage debt to income, null 
1971-03-01,Total mortgage debt to income, null 
1971-06-01,Total mortgage debt to income, null 
1971-09-01,Total mortgage debt to income, null 
1971-12-01,Total mortgage debt to income, null 
1972-03-01,Total mortgage debt to income, null 
1972-06-01,Total mortgage debt to income, null 
1972-09-01,Total mortgage debt to income, null 
1972-12-01,Total mortgage debt to income, null 
1973-03-01,Total mortgage debt to income, null 
1973-06-01,Total mortgage debt to income, null 
1973-09-01,Total mortgage debt to income, null 
1973-12-01,Total mortgage debt to income, null 
1974-03-01,Total mortgage debt to income, null 
1974-06-01,Total mortgage debt to income, null 
1974-09-01,Total mortgage debt to income, null 
1974-12-01,Total mortgage debt to income, null 
1975-03-01,Total mortgage debt to income, null 
1975-06-01,Total mortgage debt to income, null 
1975-09-01,Total mortgage debt to income, null 
1975-12-01,Total mortgage debt to income, null 
1976-03-01,Total mortgage debt to income, null 
1976-06-01,Total mortgage debt to income, null 
1976-09-01,Total mortgage debt to income, null 
1976-12-01,Total mortgage debt to income, null 
1977-03-01,Total mortgage debt to income, null 
1977-06-01,Total mortgage debt to income, null 
1977-09-01,Total mortgage debt to income, null 
1977-12-01,Total mortgage debt to income, null 
1978-03-01,Total mortgage debt to income, null 
1978-06-01,Total mortgage debt to income, null 
1978-09-01,Total mortgage debt to income, null 
1978-12-01,Total mortgage debt to income, null 
1979-03-01,Total mortgage debt to income, null 
1979-06-01,Total mortgage debt to income, null 
1979-09-01,Total mortgage debt to income, null 
1979-12-01,Total mortgage debt to income, null 
1980-03-01,Total mortgage debt to income, null 
1980-06-01,Total mortgage debt to income, null 
1980-09-01,Total mortgage debt to income, null 
1980-12-01,Total mortgage debt to income, null 
1981-03-01,Total mortgage debt to income, null 
1981-06-01,Total mortgage debt to income, null 
1981-09-01,Total mortgage debt to income, null 
1981-12-01,Total mortgage debt to income, null 
1982-03-01,Total mortgage debt to income, null 
1982-06-01,Total mortgage debt to income, null 
1982-09-01,Total mortgage debt to income, null 
1982-12-01,Total mortgage debt to income, null 
1983-03-01,Total mortgage debt to income, null 
1983-06-01,Total mortgage debt to income, null 
1983-09-01,Total mortgage debt to income, null 
1983-12-01,Total mortgage debt to income, null 
1984-03-01,Total mortgage debt to income, null 
1984-06-01,Total mortgage debt to income, null 
1984-09-01,Total mortgage debt to income, null 
1984-12-01,Total mortgage debt to income, null 
1985-03-01,Total mortgage debt to income, null 
1985-06-01,Total mortgage debt to income, null 
1985-09-01,Total mortgage debt to income, null 
1985-12-01,Total mortgage debt to income, null 
1986-03-01,Total mortgage debt to income, null 
1986-06-01,Total mortgage debt to income, null 
1986-09-01,Total mortgage debt to income, null 
1986-12-01,Total mortgage debt to income, null 
1987-03-01,Total mortgage debt to income, 50.03 
1987-06-01,Total mortgage debt to income, 51.54 
1987-09-01,Total mortgage debt to income, 53.04 
1987-12-01,Total mortgage debt to income, 54.48 
1988-03-01,Total mortgage debt to income, 55.53 
1988-06-01,Total mortgage debt to income, 57.13 
1988-09-01,Total mortgage debt to income, 59.14 
1988-12-01,Total mortgage debt to income, 60.06 
1989-03-01,Total mortgage debt to income, 60.50 
1989-06-01,Total mortgage debt to income, 61.19 
1989-09-01,Total mortgage debt to income, 61.64 
1989-12-01,Total mortgage debt to income, 62.19 
1990-03-01,Total mortgage debt to income, 62.17 
1990-06-01,Total mortgage debt to income, 63.46 
1990-09-01,Total mortgage debt to income, 64.07 
1990-12-01,Total mortgage debt to income, 64.09 
1991-03-01,Total mortgage debt to income, 64.01 
1991-06-01,Total mortgage debt to income, 64.09 
1991-09-01,Total mortgage debt to income, 63.95 
1991-12-01,Total mortgage debt to income, 63.76 
1992-03-01,Total mortgage debt to income, 63.48 
1992-06-01,Total mortgage debt to income, 63.21 
1992-09-01,Total mortgage debt to income, 63.56 
1992-12-01,Total mortgage debt to income, 63.21 
1993-03-01,Total mortgage debt to income, 63.35 
1993-06-01,Total mortgage debt to income, 63.25 
1993-09-01,Total mortgage debt to income, 63.09 
1993-12-01,Total mortgage debt to income, 62.77 
1994-03-01,Total mortgage debt to income, 62.77 
1994-06-01,Total mortgage debt to income, 63.29 
1994-09-01,Total mortgage debt to income, 63.72 
1994-12-01,Total mortgage debt to income, 64.21 
1995-03-01,Total mortgage debt to income, 63.86 
1995-06-01,Total mortgage debt to income, 63.52 
1995-09-01,Total mortgage debt to income, 63.30 
1995-12-01,Total mortgage debt to income, 62.62 
1996-03-01,Total mortgage debt to income, 62.10 
1996-06-01,Total mortgage debt to income, 61.95 
1996-09-01,Total mortgage debt to income, 61.78 
1996-12-01,Total mortgage debt to income, 62.01 
1997-03-01,Total mortgage debt to income, 61.52 
1997-06-01,Total mortgage debt to income, 61.67 
1997-09-01,Total mortgage debt to income, 61.73 
1997-12-01,Total mortgage debt to income, 61.87 
1998-03-01,Total mortgage debt to income, 62.67 
1998-06-01,Total mortgage debt to income, 63.29 
1998-09-01,Total mortgage debt to income, 64.19 
1998-12-01,Total mortgage debt to income, 64.78 
1999-03-01,Total mortgage debt to income, 65.47 
1999-06-01,Total mortgage debt to income, 66.24 
1999-09-01,Total mortgage debt to income, 67.21 
1999-12-01,Total mortgage debt to income, 67.46 
2000-03-01,Total mortgage debt to income, 67.14 
2000-06-01,Total mortgage debt to income, 68.42 
2000-09-01,Total mortgage debt to income, 68.72 
2000-12-01,Total mortgage debt to income, 68.81 
2001-03-01,Total mortgage debt to income, 69.09 
2001-06-01,Total mortgage debt to income, 69.96 
2001-09-01,Total mortgage debt to income, 71.21 
2001-12-01,Total mortgage debt to income, 72.56 
2002-03-01,Total mortgage debt to income, 73.77 
2002-06-01,Total mortgage debt to income, 75.22 
2002-09-01,Total mortgage debt to income, 77.19 
2002-12-01,Total mortgage debt to income, 79.14 
2003-03-01,Total mortgage debt to income, 81.32 
2003-06-01,Total mortgage debt to income, 83.67 
2003-09-01,Total mortgage debt to income, 86.14 
2003-12-01,Total mortgage debt to income, 88.32 
2004-03-01,Total mortgage debt to income, 90.19 
2004-06-01,Total mortgage debt to income, 92.13 
2004-09-01,Total mortgage debt to income, 94.00 
2004-12-01,Total mortgage debt to income, 95.44 
2005-03-01,Total mortgage debt to income, 95.75 
2005-06-01,Total mortgage debt to income, 97.08 
2005-09-01,Total mortgage debt to income, 98.52 
2005-12-01,Total mortgage debt to income, 99.77 
2006-03-01,Total mortgage debt to income, 100.91 
2006-06-01,Total mortgage debt to income, 102.75 
2006-09-01,Total mortgage debt to income, 104.98 
2006-12-01,Total mortgage debt to income, 106.63 
2007-03-01,Total mortgage debt to income, 107.06 
2007-06-01,Total mortgage debt to income, 107.94 
2007-09-01,Total mortgage debt to income, 109.00 
2007-12-01,Total mortgage debt to income, 109.59 
2008-03-01,Total mortgage debt to income, 110.36 
2008-06-01,Total mortgage debt to income, 110.72 
2008-09-01,Total mortgage debt to income, 111.67 
2008-12-01,Total mortgage debt to income, 111.43 
2009-03-01,Total mortgage debt to income, 110.99 
2009-06-01,Total mortgage debt to income, 110.64 
2009-09-01,Total mortgage debt to income, 110.03 
2009-12-01,Total mortgage debt to income, 109.33 
2010-03-01,Total mortgage debt to income, 108.23 
2010-06-01,Total mortgage debt to income, 107.10 
2010-09-01,Total mortgage debt to income, 106.51 
2010-12-01,Total mortgage debt to income, 106.01 
2011-03-01,Total mortgage debt to income, 105.89 
2011-06-01,Total mortgage debt to income, 105.80 
2011-09-01,Total mortgage debt to income, 105.63 
2011-12-01,Total mortgage debt to income, 105.32 
2012-03-01,Total mortgage debt to income, 104.60 
2012-06-01,Total mortgage debt to income, 104.57 
2012-09-01,Total mortgage debt to income, 104.41 
2012-12-01,Total mortgage debt to income, 104.14 
2013-03-01,Total mortgage debt to income, 104.44 
2013-06-01,Total mortgage debt to income, 103.91 
2013-09-01,Total mortgage debt to income, 103.05 
2013-12-01,Total mortgage debt to income, 101.74 
2014-03-01,Total mortgage debt to income, 100.40 
2014-06-01,Total mortgage debt to income, 99.79 
2014-09-01,Total mortgage debt to income, 99.72 
2014-12-01,Total mortgage debt to income, 99.83 
2015-03-01,Total mortgage debt to income, 99.76 
2015-06-01,Total mortgage debt to income, 99.24 
2015-09-01,Total mortgage debt to income, 98.30 
2015-12-01,Total mortgage debt to income, 97.39 
2016-03-01,Total mortgage debt to income, 97.00 
2016-06-01,Total mortgage debt to income, 97.30 
2016-09-01,Total mortgage debt to income, 97.94 
2016-12-01,Total mortgage debt to income, 98.66 
2017-03-01,Total mortgage debt to income, 99.81 
2017-06-01,Total mortgage debt to income, 99.37 
2017-09-01,Total mortgage debt to income, 99.71 
2017-12-01,Total mortgage debt to income, 99.43 
2018-03-31,Total mortgage debt to income, 98.43 
2018-06-30,Total mortgage debt to income, 97.88 
2018-09-30,Total mortgage debt to income, 97.85 
2018-12-31,Total mortgage debt to income, 97.53 
2019-03-01,Total mortgage debt to income, 95.63 
2019-06-01,Total mortgage debt to income, 95.92 
2019-09-01,Total mortgage debt to income, 96.17 
2019-12-01,Total mortgage debt to income, 96.83 
2020-03-01,Total mortgage debt to income, 97.24 
2020-06-01,Total mortgage debt to income, 98.14 
2020-09-01,Total mortgage debt to income, 98.63 
2020-12-01,Total mortgage debt to income, 99.88 
2021-03-01,Total mortgage debt to income, 100.11 
2021-06-01,Total mortgage debt to income, 100.22 
