Nation,Date,Cases by date per million
Scotland,2021-01-02,406.4102564
Scotland,2021-01-01,213.7362637
Scotland,2020-12-31,435.7142857
Scotland,2020-12-30,544.5054945
Scotland,2020-12-29,576.7399267
Scotland,2020-12-28,334.2490842
Scotland,2020-12-27,312.2710623
Scotland,2020-12-26,193.7728938
Scotland,2020-12-25,95.42124542
Scotland,2020-12-24,187.1794872
Scotland,2020-12-23,242.4908425
Scotland,2020-12-22,244.1391941
Scotland,2020-12-21,242.3076923
Scotland,2020-12-20,150.9157509
Scotland,2020-12-19,138.4615385
Scotland,2020-12-18,170.3296703
Scotland,2020-12-17,167.3992674
Scotland,2020-12-16,192.4908425
Scotland,2020-12-15,189.9267399
Scotland,2020-12-14,201.8315018
Scotland,2020-12-13,132.2344322
Scotland,2020-12-12,125.0915751
Scotland,2020-12-11,159.7069597
Scotland,2020-12-10,164.1025641
Scotland,2020-12-09,182.4175824
Scotland,2020-12-08,190.6593407
Scotland,2020-12-07,174.5421245
Scotland,2020-12-06,118.1318681
Scotland,2020-12-05,121.6117216
Scotland,2020-12-04,118.3150183
Scotland,2020-12-03,147.985348
Scotland,2020-12-02,173.6263736
Scotland,2020-12-01,169.2307692
Scotland,2020-11-30,178.2051282
Scotland,2020-11-29,101.2820513
Scotland,2020-11-28,104.7619048
Scotland,2020-11-27,134.981685
Scotland,2020-11-26,146.8864469
Scotland,2020-11-25,170.3296703
Scotland,2020-11-24,181.3186813
Scotland,2020-11-23,212.2710623
Scotland,2020-11-22,129.3040293
Scotland,2020-11-21,139.7435897
Scotland,2020-11-20,158.2417582
Scotland,2020-11-19,179.6703297
Scotland,2020-11-18,204.2124542
Scotland,2020-11-17,224.3589744
Scotland,2020-11-16,233.5164835
Scotland,2020-11-15,148.7179487
Scotland,2020-11-14,168.3150183
Scotland,2020-11-13,194.5054945
Scotland,2020-11-12,219.047619
Scotland,2020-11-11,228.9377289
Scotland,2020-11-10,236.2637363
Scotland,2020-11-09,237.1794872
Scotland,2020-11-08,160.8058608
Scotland,2020-11-07,154.5787546
Scotland,2020-11-06,208.974359
Scotland,2020-11-05,236.996337
Scotland,2020-11-04,238.6446886
Scotland,2020-11-03,254.9450549
Scotland,2020-11-02,270.6959707
Scotland,2020-11-01,178.3882784
Scotland,2020-10-31,136.4468864
Scotland,2020-10-30,202.5641026
Scotland,2020-10-29,201.0989011
Scotland,2020-10-28,232.2344322
Scotland,2020-10-27,239.5604396
Scotland,2020-10-26,246.3369963
Scotland,2020-10-25,171.978022
Scotland,2020-10-24,174.7252747
Scotland,2020-10-23,235.7142857
Scotland,2020-10-22,275.2747253
Scotland,2020-10-21,289.3772894
Scotland,2020-10-20,308.4249084
Scotland,2020-10-19,248.1684982
Scotland,2020-10-18,151.6483516
Scotland,2020-10-17,157.8754579
Scotland,2020-10-16,229.1208791
Scotland,2020-10-15,236.996337
Scotland,2020-10-14,236.2637363
Scotland,2020-10-13,260.6227106
Scotland,2020-10-12,249.2673993
Scotland,2020-10-11,175.6410256
Scotland,2020-10-10,172.5274725
Scotland,2020-10-09,200.7326007
Scotland,2020-10-08,214.4688645
Scotland,2020-10-07,228.9377289
Scotland,2020-10-06,218.3150183
Scotland,2020-10-05,201.2820513
Scotland,2020-10-04,136.2637363
Scotland,2020-10-03,128.5714286
Scotland,2020-10-02,149.8168498
Scotland,2020-10-01,142.3076923
Scotland,2020-09-30,145.2380952
Scotland,2020-09-29,121.0622711
Scotland,2020-09-28,114.4688645
Scotland,2020-09-27,65.75091575
Scotland,2020-09-26,80.03663004
Scotland,2020-09-25,105.4945055
Scotland,2020-09-24,131.1355311
Scotland,2020-09-23,104.7619048
Scotland,2020-09-22,91.02564103
Scotland,2020-09-21,83.15018315
Scotland,2020-09-20,58.60805861
Scotland,2020-09-19,43.22344322
Scotland,2020-09-18,49.45054945
Scotland,2020-09-17,48.53479853
Scotland,2020-09-16,51.28205128
Scotland,2020-09-15,43.58974359
Scotland,2020-09-14,34.06593407
Scotland,2020-09-13,32.6007326
Scotland,2020-09-12,39.19413919
Scotland,2020-09-11,39.56043956
Scotland,2020-09-10,42.30769231
Scotland,2020-09-09,40.84249084
Scotland,2020-09-08,18.86446886
Scotland,2020-09-07,30.58608059
Scotland,2020-09-06,28.20512821
Scotland,2020-09-05,25.09157509
Scotland,2020-09-04,31.13553114
Scotland,2020-09-03,36.996337
Scotland,2020-09-02,35.16483516
Scotland,2020-09-01,36.44688645
Scotland,2020-08-31,26.19047619
Scotland,2020-08-30,18.68131868
Scotland,2020-08-29,17.21611722
Scotland,2020-08-28,19.23076923
Scotland,2020-08-27,17.76556777
Scotland,2020-08-26,17.94871795
Scotland,2020-08-25,13.18681319
Scotland,2020-08-24,10.80586081
Scotland,2020-08-23,12.27106227
Scotland,2020-08-22,9.340659341
Scotland,2020-08-21,16.66666667
Scotland,2020-08-20,25.82417582
Scotland,2020-08-19,17.03296703
Scotland,2020-08-18,14.28571429
Scotland,2020-08-17,13.73626374
Scotland,2020-08-16,6.043956044
Scotland,2020-08-15,3.663003663
Scotland,2020-08-14,9.157509158
Scotland,2020-08-13,10.80586081
Scotland,2020-08-12,8.974358974
Scotland,2020-08-11,11.53846154
Scotland,2020-08-10,10.80586081
Scotland,2020-08-09,4.761904762
Scotland,2020-08-08,4.945054945
Scotland,2020-08-07,8.424908425
Scotland,2020-08-06,11.9047619
Scotland,2020-08-05,12.27106227
Scotland,2020-08-04,10.62271062
Scotland,2020-08-03,11.35531136
Scotland,2020-08-02,3.47985348
Scotland,2020-08-01,4.212454212
Scotland,2020-07-31,3.846153846
Scotland,2020-07-30,4.945054945
Scotland,2020-07-29,5.128205128
Scotland,2020-07-28,4.029304029
Scotland,2020-07-27,2.380952381
Scotland,2020-07-26,1.282051282
Scotland,2020-07-25,0.549450549
Scotland,2020-07-24,2.014652015
Scotland,2020-07-23,4.212454212
Scotland,2020-07-22,2.93040293
Scotland,2020-07-21,3.47985348
Scotland,2020-07-20,2.380952381
Scotland,2020-07-19,3.113553114
Scotland,2020-07-18,2.380952381
Scotland,2020-07-17,1.465201465
Scotland,2020-07-16,3.846153846
Scotland,2020-07-15,2.93040293
Scotland,2020-07-14,1.831501832
Scotland,2020-07-13,3.113553114
Scotland,2020-07-12,0.366300366
Scotland,2020-07-11,1.648351648
Scotland,2020-07-10,2.197802198
Scotland,2020-07-09,1.465201465
Scotland,2020-07-08,1.831501832
Scotland,2020-07-07,2.014652015
Scotland,2020-07-06,1.465201465
Scotland,2020-07-05,0.366300366
Scotland,2020-07-04,0.915750916
Scotland,2020-07-03,1.098901099
Scotland,2020-07-02,2.380952381
Scotland,2020-07-01,2.014652015
Scotland,2020-06-30,1.465201465
Scotland,2020-06-29,2.564102564
Scotland,2020-06-28,0.549450549
Scotland,2020-06-27,0.732600733
Scotland,2020-06-26,1.098901099
Scotland,2020-06-25,3.47985348
Scotland,2020-06-24,1.465201465
Scotland,2020-06-23,3.663003663
Scotland,2020-06-22,2.014652015
Scotland,2020-06-21,1.648351648
Scotland,2020-06-20,1.098901099
Scotland,2020-06-19,4.212454212
Scotland,2020-06-18,2.564102564
Scotland,2020-06-17,6.043956044
Scotland,2020-06-16,3.113553114
Scotland,2020-06-15,3.846153846
Scotland,2020-06-14,2.380952381
Scotland,2020-06-13,4.212454212
Scotland,2020-06-12,5.494505495
Scotland,2020-06-11,3.846153846
Scotland,2020-06-10,5.311355311
Scotland,2020-06-09,4.945054945
Scotland,2020-06-08,3.296703297
Scotland,2020-06-07,3.113553114
Scotland,2020-06-06,4.029304029
Scotland,2020-06-05,4.395604396
Scotland,2020-06-04,6.41025641
Scotland,2020-06-03,6.41025641
Scotland,2020-06-02,8.241758242
Scotland,2020-06-01,6.95970696
Scotland,2020-05-31,4.212454212
Scotland,2020-05-30,7.326007326
Scotland,2020-05-29,5.311355311
Scotland,2020-05-28,10.07326007
Scotland,2020-05-27,12.08791209
Scotland,2020-05-26,14.1025641
Scotland,2020-05-25,17.76556777
Scotland,2020-05-24,9.89010989
Scotland,2020-05-23,9.157509158
Scotland,2020-05-22,16.84981685
Scotland,2020-05-21,20.32967033
Scotland,2020-05-20,22.16117216
Scotland,2020-05-19,33.33333333
Scotland,2020-05-18,25.64102564
Scotland,2020-05-17,16.84981685
Scotland,2020-05-16,18.86446886
Scotland,2020-05-15,27.83882784
Scotland,2020-05-14,38.82783883
Scotland,2020-05-13,36.26373626
Scotland,2020-05-12,42.12454212
Scotland,2020-05-11,47.98534799
Scotland,2020-05-10,27.47252747
Scotland,2020-05-09,32.41758242
Scotland,2020-05-08,46.52014652
Scotland,2020-05-07,53.11355311
Scotland,2020-05-06,56.04395604
Scotland,2020-05-05,52.93040293
Scotland,2020-05-04,60.43956044
Scotland,2020-05-03,34.61538462
Scotland,2020-05-02,39.74358974
Scotland,2020-05-01,67.3992674
Scotland,2020-04-30,61.35531136
Scotland,2020-04-29,78.75457875
Scotland,2020-04-28,69.5970696
Scotland,2020-04-27,78.75457875
Scotland,2020-04-26,31.5018315
Scotland,2020-04-25,33.6996337
Scotland,2020-04-24,55.86080586
Scotland,2020-04-23,57.50915751
Scotland,2020-04-22,62.27106227
Scotland,2020-04-21,73.07692308
Scotland,2020-04-20,142.1245421
Scotland,2020-04-19,29.12087912
Scotland,2020-04-18,48.35164835
Scotland,2020-04-17,72.16117216
Scotland,2020-04-16,78.20512821
Scotland,2020-04-15,60.62271062
Scotland,2020-04-14,63.36996337
Scotland,2020-04-13,65.75091575
Scotland,2020-04-12,40.29304029
Scotland,2020-04-11,33.88278388
Scotland,2020-04-10,60.25641026
Scotland,2020-04-09,55.67765568
Scotland,2020-04-08,62.82051282
Scotland,2020-04-07,64.28571429
Scotland,2020-04-06,73.99267399
Scotland,2020-04-05,41.20879121
Scotland,2020-04-04,47.43589744
Scotland,2020-04-03,69.41391941
Scotland,2020-04-02,64.28571429
Scotland,2020-04-01,71.06227106
Scotland,2020-03-31,62.27106227
Scotland,2020-03-30,58.60805861
Scotland,2020-03-29,36.08058608
Scotland,2020-03-28,37.54578755
Scotland,2020-03-27,50.18315018
Scotland,2020-03-26,40.84249084
Scotland,2020-03-25,34.43223443
Scotland,2020-03-24,30.76923077
Scotland,2020-03-23,25.27472527
Scotland,2020-03-22,13.73626374
Scotland,2020-03-21,12.08791209
Scotland,2020-03-20,15.2014652
Scotland,2020-03-19,8.974358974
Scotland,2020-03-18,7.509157509
Scotland,2020-03-17,7.875457875
Scotland,2020-03-16,3.846153846
Scotland,2020-03-15,2.197802198
Scotland,2020-03-14,3.47985348
Scotland,2020-03-13,8.791208791
Scotland,2020-03-12,6.95970696
Scotland,2020-03-11,4.761904762
Scotland,2020-03-10,3.846153846
Scotland,2020-03-09,2.93040293
Scotland,2020-03-08,0.549450549
Scotland,2020-03-07,1.098901099
Scotland,2020-03-06,1.098901099
Scotland,2020-03-05,0.366300366
Scotland,2020-03-04,1.098901099
Scotland,2020-03-03,0.549450549
Scotland,2020-03-02,0.183150183
Scotland,2020-03-01,0.366300366
Scotland,2020-02-29,0
Scotland,2020-02-28,0.183150183
Wales,2021-02-08,51.42857143
Wales,2021-02-07,82.85714286
Wales,2021-02-06,110.4761905
Wales,2021-02-05,158.0952381
Wales,2021-02-04,157.7777778
Wales,2021-02-03,184.7619048
Wales,2021-02-02,189.8412698
Wales,2021-02-01,193.6507937
Wales,2021-01-31,146.031746
Wales,2021-01-30,154.2857143
Wales,2021-01-29,189.5238095
Wales,2021-01-28,179.047619
Wales,2021-01-27,222.2222222
Wales,2021-01-26,231.4285714
Wales,2021-01-25,267.6190476
Wales,2021-01-24,119.3650794
Wales,2021-01-23,168.2539683
Wales,2021-01-22,244.1269841
Wales,2021-01-21,288.5714286
Wales,2021-01-20,308.2539683
Wales,2021-01-19,343.1746032
Wales,2021-01-18,443.4920635
Wales,2021-01-17,262.2222222
Wales,2021-01-16,319.047619
Wales,2021-01-15,384.7619048
Wales,2021-01-14,416.1904762
Wales,2021-01-13,464.4444444
Wales,2021-01-12,508.2539683
Wales,2021-01-11,550.7936508
Wales,2021-01-10,374.2857143
Wales,2021-01-09,362.5396825
Wales,2021-01-08,506.6666667
Wales,2021-01-07,527.9365079
Wales,2021-01-06,631.7460317
Wales,2021-01-05,756.8253968
Wales,2021-01-04,844.1269841
Wales,2021-01-03,574.2857143
Wales,2021-01-02,662.5396825
Wales,2021-01-01,384.4444444
Wales,2020-12-31,638.0952381
Wales,2020-12-30,856.8253968
Wales,2020-12-29,1131.111111
Wales,2020-12-28,747.9365079
Wales,2020-12-27,792.3809524
Wales,2020-12-26,600.952381
Wales,2020-12-25,204.1269841
Wales,2020-12-24,467.6190476
Wales,2020-12-23,775.5555556
Wales,2020-12-22,859.047619
Wales,2020-12-21,871.1111111
Wales,2020-12-20,700.952381
Wales,2020-12-19,688.8888889
Wales,2020-12-18,805.3968254
Wales,2020-12-17,881.2698413
Wales,2020-12-16,997.4603175
Wales,2020-12-15,1009.84127
Wales,2020-12-14,1123.492063
Wales,2020-12-13,867.9365079
Wales,2020-12-12,725.3968254
Wales,2020-12-11,892.6984127
Wales,2020-12-10,845.7142857
Wales,2020-12-09,854.6031746
Wales,2020-12-08,826.031746
Wales,2020-12-07,797.1428571
Wales,2020-12-06,538.7301587
Wales,2020-12-05,486.6666667
Wales,2020-12-04,539.047619
Wales,2020-12-03,573.6507937
Wales,2020-12-02,521.9047619
Wales,2020-12-01,511.4285714
Wales,2020-11-30,477.7777778
Wales,2020-11-29,306.6666667
Wales,2020-11-28,267.9365079
Wales,2020-11-27,328.5714286
Wales,2020-11-26,367.9365079
Wales,2020-11-25,424.4444444
Wales,2020-11-24,346.984127
Wales,2020-11-23,327.3015873
Wales,2020-11-22,227.6190476
Wales,2020-11-21,215.8730159
Wales,2020-11-20,297.1428571
Wales,2020-11-19,292.0634921
Wales,2020-11-18,313.3333333
Wales,2020-11-17,330.1587302
Wales,2020-11-16,315.2380952
Wales,2020-11-15,199.3650794
Wales,2020-11-14,199.3650794
Wales,2020-11-13,272.6984127
Wales,2020-11-12,245.0793651
Wales,2020-11-11,271.4285714
Wales,2020-11-10,305.7142857
Wales,2020-11-09,320.952381
Wales,2020-11-08,220.952381
Wales,2020-11-07,192.0634921
Wales,2020-11-06,278.4126984
Wales,2020-11-05,322.8571429
Wales,2020-11-04,347.3015873
Wales,2020-11-03,391.7460317
Wales,2020-11-02,447.6190476
Wales,2020-11-01,300.952381
Wales,2020-10-31,279.047619
Wales,2020-10-30,393.968254
Wales,2020-10-29,502.5396825
Wales,2020-10-28,430.7936508
Wales,2020-10-27,469.2063492
Wales,2020-10-26,493.968254
Wales,2020-10-25,298.4126984
Wales,2020-10-24,325.3968254
Wales,2020-10-23,380
Wales,2020-10-22,335.2380952
Wales,2020-10-21,401.9047619
Wales,2020-10-20,392.6984127
Wales,2020-10-19,352.6984127
Wales,2020-10-18,227.3015873
Wales,2020-10-17,224.7619048
Wales,2020-10-16,302.2222222
Wales,2020-10-15,251.1111111
Wales,2020-10-14,286.984127
Wales,2020-10-13,302.2222222
Wales,2020-10-12,248.2539683
Wales,2020-10-11,198.7301587
Wales,2020-10-10,196.5079365
Wales,2020-10-09,248.2539683
Wales,2020-10-08,262.5396825
Wales,2020-10-07,270.1587302
Wales,2020-10-06,244.7619048
Wales,2020-10-05,223.1746032
Wales,2020-10-04,194.9206349
Wales,2020-10-03,164.4444444
Wales,2020-10-02,190.7936508
Wales,2020-10-01,199.047619
Wales,2020-09-30,190.7936508
Wales,2020-09-29,147.9365079
Wales,2020-09-28,135.2380952
Wales,2020-09-27,100.6349206
Wales,2020-09-26,127.9365079
Wales,2020-09-25,122.2222222
Wales,2020-09-24,100.3174603
Wales,2020-09-23,120
Wales,2020-09-22,120.3174603
Wales,2020-09-21,99.36507937
Wales,2020-09-20,80
Wales,2020-09-19,88.88888889
Wales,2020-09-18,78.0952381
Wales,2020-09-17,82.85714286
Wales,2020-09-16,65.71428571
Wales,2020-09-15,52.06349206
Wales,2020-09-14,60.63492063
Wales,2020-09-13,52.06349206
Wales,2020-09-12,44.44444444
Wales,2020-09-11,46.03174603
Wales,2020-09-10,59.04761905
Wales,2020-09-09,50.15873016
Wales,2020-09-08,45.3968254
Wales,2020-09-07,50.47619048
Wales,2020-09-06,41.58730159
Wales,2020-09-05,40.63492063
Wales,2020-09-04,47.3015873
Wales,2020-09-03,39.68253968
Wales,2020-09-02,30.15873016
Wales,2020-09-01,18.0952381
Wales,2020-08-31,13.96825397
Wales,2020-08-30,14.6031746
Wales,2020-08-29,13.96825397
Wales,2020-08-28,16.50793651
Wales,2020-08-27,15.87301587
Wales,2020-08-26,13.96825397
Wales,2020-08-25,15.87301587
Wales,2020-08-24,11.42857143
Wales,2020-08-23,3.492063492
Wales,2020-08-22,6.031746032
Wales,2020-08-21,6.984126984
Wales,2020-08-20,9.841269841
Wales,2020-08-19,11.11111111
Wales,2020-08-18,12.06349206
Wales,2020-08-17,6.031746032
Wales,2020-08-16,5.714285714
Wales,2020-08-15,3.174603175
Wales,2020-08-14,5.396825397
Wales,2020-08-13,5.396825397
Wales,2020-08-12,7.619047619
Wales,2020-08-11,8.571428571
Wales,2020-08-10,6.031746032
Wales,2020-08-09,2.53968254
Wales,2020-08-08,1.587301587
Wales,2020-08-07,4.761904762
Wales,2020-08-06,6.984126984
Wales,2020-08-05,6.984126984
Wales,2020-08-04,7.619047619
Wales,2020-08-03,6.984126984
Wales,2020-08-02,4.444444444
Wales,2020-08-01,5.079365079
Wales,2020-07-31,5.079365079
Wales,2020-07-30,9.523809524
Wales,2020-07-29,8.571428571
Wales,2020-07-28,8.571428571
Wales,2020-07-27,7.301587302
Wales,2020-07-26,11.11111111
Wales,2020-07-25,7.619047619
Wales,2020-07-24,9.523809524
Wales,2020-07-23,9.841269841
Wales,2020-07-22,7.936507937
Wales,2020-07-21,19.36507937
Wales,2020-07-20,13.65079365
Wales,2020-07-19,3.174603175
Wales,2020-07-18,3.492063492
Wales,2020-07-17,5.396825397
Wales,2020-07-16,7.936507937
Wales,2020-07-15,5.714285714
Wales,2020-07-14,7.301587302
Wales,2020-07-13,7.619047619
Wales,2020-07-12,3.174603175
Wales,2020-07-11,3.80952381
Wales,2020-07-10,9.206349206
Wales,2020-07-09,6.984126984
Wales,2020-07-08,4.444444444
Wales,2020-07-07,9.206349206
Wales,2020-07-06,11.11111111
Wales,2020-07-05,3.80952381
Wales,2020-07-04,2.857142857
Wales,2020-07-03,6.031746032
Wales,2020-07-02,8.888888889
Wales,2020-07-01,8.571428571
Wales,2020-06-30,11.11111111
Wales,2020-06-29,13.65079365
Wales,2020-06-28,8.888888889
Wales,2020-06-27,44.44444444
Wales,2020-06-26,6.031746032
Wales,2020-06-25,19.04761905
Wales,2020-06-24,11.74603175
Wales,2020-06-23,41.58730159
Wales,2020-06-22,20.95238095
Wales,2020-06-21,24.12698413
Wales,2020-06-20,14.92063492
Wales,2020-06-19,44.44444444
Wales,2020-06-18,19.68253968
Wales,2020-06-17,20.31746032
Wales,2020-06-16,26.03174603
Wales,2020-06-15,20.95238095
Wales,2020-06-14,17.14285714
Wales,2020-06-13,22.22222222
Wales,2020-06-12,23.80952381
Wales,2020-06-11,20.95238095
Wales,2020-06-10,21.26984127
Wales,2020-06-09,19.68253968
Wales,2020-06-08,23.49206349
Wales,2020-06-07,10.79365079
Wales,2020-06-06,16.82539683
Wales,2020-06-05,17.46031746
Wales,2020-06-04,19.04761905
Wales,2020-06-03,23.80952381
Wales,2020-06-02,23.17460317
Wales,2020-06-01,20.31746032
Wales,2020-05-31,14.6031746
Wales,2020-05-30,22.22222222
Wales,2020-05-29,33.65079365
Wales,2020-05-28,32.38095238
Wales,2020-05-27,37.46031746
Wales,2020-05-26,32.38095238
Wales,2020-05-25,33.33333333
Wales,2020-05-24,26.03174603
Wales,2020-05-23,38.73015873
Wales,2020-05-22,43.49206349
Wales,2020-05-21,41.9047619
Wales,2020-05-20,52.6984127
Wales,2020-05-19,67.61904762
Wales,2020-05-18,53.33333333
Wales,2020-05-17,37.46031746
Wales,2020-05-16,52.6984127
Wales,2020-05-15,56.82539683
Wales,2020-05-14,41.9047619
Wales,2020-05-13,48.57142857
Wales,2020-05-12,47.61904762
Wales,2020-05-11,56.50793651
Wales,2020-05-10,33.96825397
Wales,2020-05-09,43.17460317
Wales,2020-05-08,36.50793651
Wales,2020-05-07,55.87301587
Wales,2020-05-06,54.28571429
Wales,2020-05-05,55.55555556
Wales,2020-05-04,44.12698413
Wales,2020-05-03,33.33333333
Wales,2020-05-02,56.82539683
Wales,2020-05-01,55.87301587
Wales,2020-04-30,63.49206349
Wales,2020-04-29,55.87301587
Wales,2020-04-28,48.57142857
Wales,2020-04-27,54.6031746
Wales,2020-04-26,38.41269841
Wales,2020-04-25,43.17460317
Wales,2020-04-24,67.61904762
Wales,2020-04-23,63.80952381
Wales,2020-04-22,80.31746032
Wales,2020-04-21,82.22222222
Wales,2020-04-20,89.20634921
Wales,2020-04-19,57.46031746
Wales,2020-04-18,78.41269841
Wales,2020-04-17,102.8571429
Wales,2020-04-16,115.2380952
Wales,2020-04-15,114.6031746
Wales,2020-04-14,100.6349206
Wales,2020-04-13,86.66666667
Wales,2020-04-12,78.41269841
Wales,2020-04-11,78.41269841
Wales,2020-04-10,97.77777778
Wales,2020-04-09,124.1269841
Wales,2020-04-08,122.5396825
Wales,2020-04-07,122.5396825
Wales,2020-04-06,121.5873016
Wales,2020-04-05,70.79365079
Wales,2020-04-04,89.52380952
Wales,2020-04-03,104.7619048
Wales,2020-04-02,106.6666667
Wales,2020-04-01,103.8095238
Wales,2020-03-31,87.93650794
Wales,2020-03-30,108.8888889
Wales,2020-03-29,50.47619048
Wales,2020-03-28,53.01587302
Wales,2020-03-27,61.26984127
Wales,2020-03-26,56.19047619
Wales,2020-03-25,60.31746032
Wales,2020-03-24,44.76190476
Wales,2020-03-23,42.22222222
Wales,2020-03-22,24.12698413
Wales,2020-03-21,23.80952381
Wales,2020-03-20,23.17460317
Wales,2020-03-19,19.04761905
Wales,2020-03-18,11.42857143
Wales,2020-03-17,11.74603175
Wales,2020-03-16,11.74603175
Wales,2020-03-15,10.15873016
Wales,2020-03-14,6.031746032
Wales,2020-03-13,8.888888889
Wales,2020-03-12,7.936507937
Wales,2020-03-11,4.761904762
Wales,2020-03-10,3.80952381
Wales,2020-03-09,0.952380952
Wales,2020-03-08,0.317460317
Wales,2020-03-07,0.634920635
Wales,2020-03-06,0
Wales,2020-03-05,0
Wales,2020-03-04,0.317460317
Wales,2020-03-03,0
Wales,2020-03-02,0
Wales,2020-03-01,0
Wales,2020-02-29,0
Wales,2020-02-28,0
Wales,2020-02-27,0.317460317
